,t1=0.8
0.0,0.0
0.1,0.010356532416715544
0.2,0.021452638474645642
0.30000000000000004,0.033328652048062346
0.4,0.04602560948783858
0.5,0.059585007511446825
0.6000000000000001,0.07404854365364116
0.7000000000000001,0.08945782770115462
0.8,0.10582646276164566
0.9,0.12316287049344223
1.0,0.14149941389747753
1.1,0.1608666056887997
1.2,0.1812926655448295
1.2999999999999998,0.2028030857350718
1.4,0.2254201701944223
1.5,0.24916258556436097
1.5999999999999999,0.2740448320054634
1.6999999999999997,0.30007685935318545
1.7999999999999998,0.32726358637986924
1.9,0.3556044935069481
2.0,0.38509325046795173
2.0999999999999996,0.41571739527536844
2.1999999999999997,0.44745806480973155
2.3,0.4802898289840146
2.4,0.5141805723198296
2.4999999999999996,0.5490914873176201
2.5999999999999996,0.5849771589722528
2.6999999999999997,0.6217857601970351
2.8,0.6594593420022
2.8999999999999995,0.6979342311282402
2.9999999999999996,0.7371415257441138
3.0999999999999996,0.777007679495695
3.1999999999999997,0.8174551721158528
3.3,0.8584032372654321
3.3999999999999995,0.899768652488022
3.4999999999999996,0.9414665593323706
3.5999999999999996,0.9834113024782063
3.6999999999999993,1.025517270341205
3.7999999999999994,1.0676997124882068
3.8999999999999995,1.1098755270695018
3.9999999999999996,1.151963993930775
4.1,1.1938874459544577
4.199999999999999,1.2355718648147753
4.299999999999999,1.2769473938157758
4.3999999999999995,1.3179487657885003
4.499999999999999,1.3585156303945105
4.599999999999999,1.3985928087967725
4.699999999999999,1.4381304407806537
4.799999999999999,1.4770840618035435
4.8999999999999995,1.5154145969836805
4.999999999999999,1.5530882844084666
5.099999999999999,1.5900765422614418
5.199999999999999,1.6263557752410163
5.299999999999999,1.6619071465034627
5.3999999999999995,1.6967163071681024
5.499999999999999,1.7307731057122502
5.599999999999999,1.764071275859433
5.699999999999999,1.7966081167431278
5.799999999999999,1.8283841661118005
5.8999999999999995,1.859402879057838
5.999999999999999,1.8896703083165673
6.099999999999999,1.9191948004949162
6.199999999999999,1.947986700261564
6.299999999999999,1.9760580732045911
6.399999999999999,2.003422449383184
6.499999999999999,2.0300945816624645
6.599999999999999,2.056090215127952
6.699999999999998,2.081425897323351
6.799999999999999,2.1061187813635973
6.899999999999999,2.1301864731210376
6.999999999999999,2.153646872387525
7.099999999999999,2.176518050319449
7.199999999999998,2.198818129993325
7.299999999999999,2.22056518870707
7.399999999999999,2.241777170763734
7.499999999999999,2.262471812621147
7.599999999999999,2.2826665817965335
7.699999999999998,2.302378623335735
7.799999999999999,2.321624717483101
7.899999999999999,2.3404212444153085
7.999999999999998,2.358784156518772
8.099999999999998,2.37672895805543
8.199999999999998,2.394270688814621
8.299999999999997,2.4114239145465155
8.399999999999999,2.4282027201149656
8.499999999999998,2.4446207073675703
8.599999999999998,2.4606909958954173
8.699999999999998,2.476426226311007
8.799999999999997,2.4918385664850446
8.899999999999997,2.5069397158007054
8.999999999999998,2.5217409176282186
9.099999999999998,2.536252971144096
9.199999999999998,2.5504862366631302
9.299999999999997,2.564450652223622
9.399999999999997,2.5781557464082208
9.499999999999996,2.5916106470055085
9.599999999999998,2.6048240984156057
9.699999999999998,2.617804474509777
9.799999999999997,2.630559789056359
10.0,2.6554461012605026
10.1,2.66763157172174
10.2,2.6796597314452764
10.299999999999999,2.6915357155457937
10.399999999999999,2.703264465884117
10.499999999999998,2.7148506758229103
10.599999999999998,2.726298796869029
10.699999999999998,2.7376130547401654
10.799999999999997,2.748797461614465
10.899999999999997,2.759855835032257
10.999999999999996,2.770791797671635
11.099999999999996,2.7816087902131135
11.199999999999996,2.792310079567055
11.299999999999995,2.8028987709787434
11.399999999999995,2.8133778046436633
11.499999999999995,2.8237499752155863
11.599999999999994,2.834017944771599
11.699999999999994,2.8441842509786497
11.799999999999994,2.8542512863427865
11.899999999999993,2.864221328489721
11.999999999999993,2.8740965447071467
12.099999999999993,2.8838789905846105
12.199999999999992,2.893570622970617
12.299999999999992,2.903173300522314
12.399999999999991,2.9126887889495205
12.499999999999991,2.9221187691416586
12.59999999999999,2.9314648374957764
12.69999999999999,2.9407285132178314
12.79999999999999,2.949911242275279
12.89999999999999,2.9590143980338897
12.99999999999999,2.9680392902479573
13.099999999999989,2.976987167469206
13.199999999999989,2.9858592144373755
13.299999999999988,2.994656561672104
13.399999999999988,3.003380288662561
13.499999999999988,3.012031422227187
13.599999999999987,3.0206109420213467
13.699999999999987,3.029119785183522
13.799999999999986,3.0375588455243046
13.899999999999986,3.0459289756070227
13.999999999999986,3.0542309927327795
14.099999999999985,3.0624656789229383
14.199999999999985,3.070633780648839
14.299999999999985,3.0787360150073275
14.399999999999984,3.0867730702971876
14.499999999999984,3.0947456049102424
14.599999999999984,3.1026542524388914
14.699999999999983,3.1104996230069224
14.799999999999983,3.1182823018935144
14.899999999999983,3.12600285348574
14.999999999999982,3.1336618234544567
15.099999999999982,3.141259738816104
15.199999999999982,3.1487971060164237
15.299999999999981,3.156274416870652
15.39999999999998,3.163692148749136
15.49999999999998,3.1710507636166967
15.59999999999998,3.1783507090886367
15.69999999999998,3.1855924217912497
15.79999999999998,3.192776327322339
15.899999999999979,3.1999028386316746
15.999999999999979,3.206972359220989
16.09999999999998,3.21398528420552
16.199999999999978,3.2209420000994995
16.299999999999976,3.2278428839204403
16.399999999999977,3.234688306465277
16.49999999999998,3.2414786323040365
16.599999999999977,3.248214218949055
16.699999999999974,3.2548954177484783
16.799999999999976,3.2615225756229256
16.899999999999977,3.2680960349314927
16.999999999999975,3.2746161323431306
17.099999999999973,3.2810832010274362
