,t1=4
0.0,0.0
0.1,0.010311821348970521
0.2,0.02129585435057825
0.30000000000000004,0.03302772149310152
0.4,0.045586646680775056
0.5,0.05905517613947148
0.6000000000000001,0.07351879273158694
0.7000000000000001,0.08906533480673086
0.8,0.10578425753675802
0.9,0.12376566010524066
1.0,0.14309907862379287
1.1,0.16387204205777153
1.2000000000000002,0.18616831509747186
1.3,0.21006589503092565
1.4000000000000001,0.2356347420386998
1.5,0.26293424575658364
1.6,0.2920104789723954
1.7000000000000002,0.32289331369111846
1.8,0.35559346711404777
1.9000000000000001,0.3900995920559708
2.0,0.42637554210716155
2.1,0.4643579610531767
2.2,0.5039543614808738
2.3000000000000003,0.5450418596294345
2.4000000000000004,0.5874667149275661
2.5,0.6310448169945517
2.6,0.6755632158090095
2.7,0.7207827420805014
2.8000000000000003,0.7664417100708077
2.9000000000000004,0.8122605827711127
3.0,0.8579475197651116
3.1,0.9032045221869489
3.2,0.9477339636857385
3.3000000000000003,0.9912451888668737
3.4000000000000004,1.033460887506747
3.5,1.0741229799899685
3.6,1.112997709060712
3.7,1.1498798110041821
3.8000000000000003,1.1845955912912547
3.9000000000000004,1.2170048663495074
4.0,1.246189668430351
4.1,1.2713913510434935
4.2,1.2927631555440184
4.300000000000001,1.310490280883103
4.4,1.3247818304051913
4.5,1.3358634750493767
4.6000000000000005,1.3439708591290218
4.700000000000001,1.3493438967471751
4.800000000000001,1.3522220084292362
4.9,1.3528402419701746
5.000000000000001,1.3514262183204653
5.100000000000001,1.348197830712996
5.200000000000001,1.3433615968803705
5.300000000000001,1.3371115881385134
5.400000000000001,1.3296287942598342
5.500000000000002,1.3210808685270312
5.600000000000001,1.3116221905675352
5.700000000000001,1.3013941441896415
5.800000000000002,1.2905255658929065
5.900000000000002,1.2791333192150263
6.000000000000002,1.2673229486467534
6.100000000000001,1.255189363052612
6.200000000000002,1.242817580243472
6.3000000000000025,1.2302834476142044
6.400000000000002,1.2176543564816826
6.500000000000002,1.2049899355146865
6.600000000000002,1.192342717612162
6.700000000000003,1.1797587677928831
6.8000000000000025,1.1672782753564177
6.900000000000002,1.1549361075952427
7.000000000000003,1.1427623224675845
7.100000000000003,1.1307826411138582
7.200000000000003,1.1190188888282195
7.3000000000000025,1.1074893920206466
7.400000000000003,1.0962093446211938
7.5000000000000036,1.085191142856165
7.600000000000003,1.0744446880672183
7.700000000000003,1.0639776634227103
7.800000000000003,1.0537957832780167
8.0,1.034428097441028
8.1,1.0254866155318896
8.2,1.017062063999698
8.299999999999999,1.0091382005042449
8.399999999999999,1.0016990588106471
8.499999999999998,0.9947289899928292
8.599999999999998,0.9882126749290696
8.699999999999998,0.9821351320862429
8.799999999999997,0.9764817289835885
8.899999999999997,0.9712381844127426
8.999999999999996,0.9663905703903608
9.099999999999996,0.9619253094408365
9.199999999999996,0.9578291764037199
9.299999999999995,0.9540892833666201
9.399999999999995,0.950693081237129
9.499999999999995,0.9476283497761168
9.599999999999994,0.9448831895818114
9.699999999999994,0.9424460129532043
9.799999999999994,0.9403055334662206
9.899999999999993,0.9384507567514175
9.999999999999993,0.9368709696724971
10.099999999999993,0.9355557308197344
10.199999999999992,0.9344948596591451
10.299999999999992,0.9336784243922411
10.399999999999991,0.9330967328558717
10.499999999999991,0.932740326898604
10.59999999999999,0.9325999668146594
10.69999999999999,0.93266662599674
10.79999999999999,0.9329314804955645
10.89999999999999,0.9333859008932259
10.99999999999999,0.9340214453299152
11.099999999999989,0.9348298510110195
11.199999999999989,0.9358030288639269
11.299999999999988,0.9369330566195142
11.399999999999988,0.9382121733100792
11.499999999999988,0.939632774336239
11.599999999999987,0.9411874068328133
11.699999999999987,0.9428687660690752
11.799999999999986,0.9446696918022996
11.899999999999986,0.9465831655376697
11.999999999999986,0.9486023084707341
12.099999999999985,0.9507203796558418
12.199999999999985,0.9529307746789255
12.299999999999985,0.9552270243392696
12.399999999999984,0.9576027950421354
12.499999999999984,0.9600518884258135
12.599999999999984,0.9625682410767586
12.699999999999983,0.9651459263912052
12.799999999999983,0.9677791548550068
12.899999999999983,0.9704622745822754
12.999999999999982,0.9731897742833504
13.099999999999982,0.9759562837816512
13.199999999999982,0.9787565752437504
13.299999999999981,0.9815855666569577
13.39999999999998,0.9844383223347352
13.49999999999998,0.9873100546751992
13.59999999999998,0.9901961275247398
13.69999999999998,0.9930920557962526
13.79999999999998,0.9959935082595025
13.899999999999979,0.9988963110895914
13.999999999999979,1.0017964493459073
14.099999999999978,1.0046900627014723
14.199999999999978,1.007573449897417
14.299999999999978,1.0104430725663707
14.399999999999977,1.0132955547700757
14.499999999999977,1.0161276785902769
14.599999999999977,1.0189363878798818
14.699999999999976,1.0217187896830617
14.799999999999976,1.0244721529432383
14.899999999999975,1.027193904045389
14.999999999999975,1.0298816289887596
15.099999999999975,1.0325330726064335
15.199999999999974,1.0351461363175578
15.299999999999974,1.0377188743586236
15.399999999999974,1.0402494933095057
15.499999999999973,1.042736349569122
15.599999999999973,1.0451779463192596
15.699999999999973,1.0475729303202206
15.799999999999972,1.04992008869267
15.899999999999972,1.0522183452540304
15.999999999999972,1.0544667568926407
16.099999999999973,1.0566645110408692
16.19999999999997,1.058810919746963
16.29999999999997,1.0609054155024125
16.39999999999997,1.0629475473225867
16.49999999999997,1.0649369784974099
16.59999999999997,1.066873478775449
16.699999999999967,1.0687569201092888
16.79999999999997,1.070587272717747
16.89999999999997,1.0723646028158622
16.999999999999968,1.0740890638304053
17.099999999999966,1.075760892345497
17.199999999999967,1.0773804043759525
17.29999999999997,1.0789479927991397
17.399999999999967,1.0804641186075687
17.499999999999964,1.0819293071666984
17.599999999999966,1.0833441450909973
17.699999999999967,1.0847092772250717
17.799999999999965,1.086025398045152
17.899999999999963,1.0872932484449387
17.999999999999964,1.0885136116965148
18.099999999999966,1.089687314344498
18.199999999999964,1.090815216731885
18.29999999999996,1.091898209474187
18.399999999999963,1.0929372101460952
18.499999999999964,1.0939331617746093
18.599999999999962,1.094887029167169
18.69999999999996,1.0957997933416583
18.79999999999996,1.0966724493177649
18.899999999999963,1.0975060034740118
18.99999999999996,1.0983014725015383
19.09999999999996,1.0990598782867511
19.19999999999996,1.0997822459821611
19.29999999999996,1.1004696017291067
19.39999999999996,1.1011229711124815
19.499999999999957,1.1017433766776943
19.59999999999996,1.102331835776448
19.69999999999996,1.1028893589824194
19.799999999999958,1.103416948376986
19.899999999999956,1.1039155959228082
19.999999999999957,1.1043862823533852
20.09999999999996,1.104829975876887
20.199999999999957,1.1052476310233328
20.299999999999955,1.1056401867511851
20.399999999999956,1.1060085664049393
20.499999999999957,1.1063536769582136
20.599999999999955,1.1066764082537501
20.699999999999953,1.1069776316276445
20.799999999999955,1.1072581992193506
20.899999999999956,1.1075189446907499
20.999999999999954,1.107760682452636
21.09999999999995,1.1079842072017605
