,V_no,H_no,M_no,V,H,M
10.3,0.005920444250898408,0.5512249773800423,0.26570984470626946,0.006653024254243581,0.14670502198756957,0.06944180256024401
10.4,0.00580116097813166,0.5505477479476726,0.2657684493865724,0.007662955292441969,0.14667572418766006,0.0695132636886485
10.5,0.005685783221636059,0.5499034851546296,0.26582588094391313,0.008826190505704991,0.146708284128298,0.06959557282458632
10.600000000000001,0.005574101161941998,0.5492906538950761,0.2658821773709995,0.0101657380146571,0.14680885236676022,0.06969037556004415
10.700000000000001,0.005465919370442011,0.5487077877443258,0.26593737464460193,0.011707941501980285,0.14698465265015317,0.06979956349467806
10.8,0.005361055927298425,0.5481534859550784,0.26599150684805095,0.013482923204939587,0.14724412810742274,0.06992530963185799
10.9,0.005259341463011677,0.5476264106605341,0.2660446062934715,0.015525115581074979,0.1475971205125004,0.07007011177349444
11.0,0.005160617866669305,0.5471252843846038,0.26609670366360516,0.017873738643712965,0.14805503865813277,0.07023683329153789
11.100000000000001,0.0050647371278495805,0.5466488876228844,0.2661478281411091,0.020573411348344207,0.14863107879443713,0.07042875658215512
11.200000000000001,0.004971561351180355,0.546196055973887,0.26619800745368954,0.023674771270470463,0.14934045971859408,0.07064964017334617
11.3,0.004880961861040831,0.5457656778473144,0.2662472679792505,0.027235114689644627,0.1502006812713401,0.07090378172368446
11.4,0.004792817871577068,0.5453566924939939,0.26629563487573815,0.03131905493102191,0.1512318120017901,0.07119608842028688
11.5,0.0047070162592187425,0.5449680876201727,0.266343132135973,0.03599916352223385,0.1524567902079013,0.07153215092046007
11.600000000000001,0.004623451204096676,0.5445988971709598,0.26638978264876984,0.04135658349119119,0.15390177242729708,0.07191832967548065
11.700000000000001,0.004542023525318541,0.5442481993714158,0.26643560827694107,0.04748151318764844,0.15559647886786185,0.07236184137037814
11.8,0.00446264011575993,0.543915114856879,0.2664806299222894,0.0544736038179353,0.1575745556830945,0.07287085023792768
11.9,0.0043852135650439775,0.5435988047198497,0.26652486758592714,0.062441975460869596,0.15987395583775235,0.0734545667405066
12.0,0.004309661700013302,0.5432984687361542,0.2665683404264677,0.07150506687439212,0.16253728258187924,0.07412333795395637
12.100000000000001,0.004235907305655918,0.543013343651721,0.26661106680307267,0.08178982779114893,0.16561212196825092,0.0748887393671107
12.200000000000001,0.00416387786787598,0.5427427015374682,0.2666530643160401,0.09343037358977503,0.16915130581919266,0.07576365294907407
12.3,0.004093505023814871,0.5424858482199973,0.26669434987066754,0.1065657253179709,0.1732130860994901,0.0767623288339369
12.4,0.004024724322875149,0.5422421217748868,0.2667349397144634,0.12133649188729834,0.17786116720503395,0.07790041844659466
12.5,0.003957475117572866,0.542010891045366,0.26677484945907487,0.13788023870482155,0.18316454894324716,0.07919496902997723
12.600000000000001,0.0038917002093399725,0.5417915542771733,0.26681409412659307,0.15632523110928176,0.18919710007795332,0.08066436197145314
12.700000000000001,0.003827345553178353,0.5415835378028685,0.2668526881893585,0.17678248157924611,0.19603681192601086,0.08232818333829241
12.8,0.003764360081630129,0.5413862947628157,0.2668906455970063,0.19933577125491728,0.20376461983823022,0.084207001769305
12.9,0.0037026956181673656,0.5411993038748348,0.2669279797934216,0.22402975467760167,0.21246272870965524,0.08632203856657023
13.0,0.003642306559276286,0.5410220682814144,0.26696470375778597,0.25085629562335876,0.22221236372485137,0.08869471124624585
13.100000000000001,0.0035831497164497228,0.5408541144287937,0.2670008300282217,0.2797394182991722,0.2330908584057745,0.09134602907939364
13.200000000000001,0.0035251841978784777,0.5406949910166137,0.2670363707216566,0.3105198309100119,0.24516807098073903,0.09429583532625958
13.3,0.0034683712915736077,0.5405442679960581,0.26707133755314094,0.3429403202462693,0.258502185864674,0.09756190492761767
13.4,0.003412674247810122,0.54040153556002,0.2671057418639194,0.37663359142623126,0.2731349250671968,0.10115889768468805
13.5,0.00335805817485573,0.5402664032273435,0.2671395946387015,0.4111148393855767,0.2890864224857784,0.10509721693693864
13.600000000000001,0.0033044899748220537,0.5401384989720797,0.267172906518158,0.4457813674524688,0.3063500267085666,0.1093818249383957
13.700000000000001,0.003251938186707536,0.5400174683577957,0.26720568782077736,0.4799215222045214,0.32488744984831375,0.11401110052817306
13.8,0.0032003728561269093,0.5399029737163542,0.2672379485616974,0.5127346663540868,0.344624742680505,0.11897583869736708
13.9,0.003149765455818751,0.5397946933780889,0.2672696984658983,0.5433629702576083,0.36544966060435446,0.12425851230083784
14.0,0.0031000888876537643,0.5396923209586137,0.2673009469721846,0.5709340457806238,0.38721090695151994,0.12983290294657104
14.100000000000001,0.003051317292234756,0.5395955646278615,0.26733170325796873,0.5946119197453558,0.40971970976842587,0.13566420530039439
14.200000000000001,0.003003425986522533,0.5395041464495787,0.26736197624982416,0.6136518313371594,0.4327539594998329,0.14170966473873034
14.3,0.002956391410995327,0.5394178017175019,0.26739177463323266,0.6274530236894672,0.45606488061130146,0.14791975762240758
14.4,0.0029101910823343307,0.5393362783086928,0.26742110686171633,0.6356031875039496,0.4793859109311947,0.15423986270587667
14.5,0.0028648035033127296,0.5392593361874034,0.2674499811689651,0.6379087990220845,0.5024431790534816,0.1606123120947023
14.600000000000001,0.002820208121273257,0.5391867468408861,0.26747840557674274,0.6344073133978406,0.5249667205813134,0.16697865582474392
14.700000000000001,0.002776385240305968,0.5391182926116903,0.2675063879085553,0.625359868856674,0.5467014803254066,0.1732819494909699
14.8,0.0027333159840714715,0.5390537662410803,0.2675339357962391,0.6112255609557019,0.5674171983123264,0.17946887944560735
14.9,0.0026909822750416142,0.5389929704869616,0.2675610566842438,0.5926214931992166,0.5869163525209807,0.18549154975637366
15.0,0.002649366780078416,0.5389357176201313,0.2675877578385306,0.5702738067926828,0.6050396968897962,0.1913088245594678
15.100000000000001,0.002608452824527494,0.5388818288178224,0.26761404635938674,0.5449660562388573,0.6216691398118334,0.19688715858002703
15.200000000000001,0.0025682243966788157,0.5388311339027405,0.2676399291824308,0.5174903403086019,0.6367280774906916,0.2022009232446354
15.3,0.002528666114739338,0.5387834709543726,0.26766541308442093,0.48860555425316887,0.6501794940460466,0.20723227603496444
15.4,0.0024897631803927206,0.5387386858755534,0.26769050469088573,0.4590053478898332,0.6620223182202033,0.21197065941315063
15.5,0.0024515013189723373,0.5386966319089028,0.26771521048570374,0.4292966795978829,0.6722865926652477,0.21641203241372864
15.600000000000001,0.0024138667913473355,0.5386571694635782,0.26773953681048746,0.3999884656670556,0.6810280015516549,0.220557939027088
15.700000000000001,0.0023768463497231356,0.5386201656848811,0.2677634898719756,0.371488851458482,0.6883222359313141,0.2244145077469768
15.8,0.0023404272350603813,0.5385854943741294,0.267787075743099,0.3441091431160388,0.6942595749977533,0.22799145879655172
15.9,0.0023045970730858085,0.5385530350667809,0.2678103003794065,0.3180723330196294,0.6989399505983863,0.231301175340075
16.0,0.002269343944171255,0.5385226734097784,0.267833169609524,0.2935243235950194,0.7024686559986778,0.2343578749373865
16.1,0.002234656324571915,0.5384943006158193,0.2678556891447188,0.2705462888994398,0.7049527717112978,0.23717690044173206
16.2,0.0022005230406055665,0.5384678130753647,0.2678778645862196,0.24916702811407548,0.7064983035764417,0.23977413420649268
16.3,0.0021669332831233687,0.5384431122829252,0.26789970142418873,0.22937449823566283,0.7072079999056211,0.24216553332446417
16.400000000000002,0.00213387659633962,0.5384201046296894,0.2679212050402452,0.2111260756682991,0.707179764754826,0.2443667735471669
16.5,0.0021013428557335825,0.5383987011391903,0.2679423807114995,0.19435732512530465,0.7065055839423364,0.2463929886886881
16.6,0.0020693222486038066,0.5383788172289982,0.2679632336142119,0.17898924707182223,0.705270871881694,0.24825858996613265
16.7,0.0020378052121699988,0.5383603723647625,0.26798376883322644,0.16493408352539268,0.7035541533849587,0.24997715053948902
16.8,0.0020067824680059833,0.53834328995853,0.26800399135829656,0.15209983557716822,0.7014270035692247,0.25156134155666
16.900000000000002,0.001976245002034111,0.5383274971290162,0.26802390608781906,0.14039366473315326,0.6989541773317275,0.2530229074685561
17.0,0.0019461840400963521,0.538312924450663,0.26804351783316954,0.12972438383449372,0.6961938762685937,0.2543726709085644
17.1,0.0019165910424233602,0.5382995058617628,0.2680628313200882,0.12000418663048956,0.6931981048459747,0.25562055836706377
17.2,0.0018874577561345924,0.5382871793013047,0.26808185118019046,0.11114979444247239,0.6900130824213332,0.2567756401747474
17.3,0.0018587761145229709,0.5382758854218264,0.26810058196855047,0.1030831467509617,0.6866796835189303,0.25784617954172684
17.400000000000002,0.0018305382392121874,0.5382655675940836,0.2681190281637789,0.09573174864276063,0.6832338865703222,0.2588396867189947
17.5,0.0018027364345812296,0.5382561718146152,0.26813719416941617,0.08902876796041446,0.6797072169333391,0.25976297534193954
17.6,0.0017753631960593186,0.538247646764281,0.26815508431315355,0.08291295388514408,0.6761271734147294,0.26062221874238106
17.7,0.0017484112821846806,0.5382399446011139,0.26817270283574035,0.07732843304485934,0.6725176328311429,0.2614230048765423
17.8,0.0017218735797424804,0.5382330193702424,0.2681900539133599,0.07222442858673521,0.6688992274205185,0.2621703886878481
17.900000000000002,0.001695743126949202,0.5382268272338983,0.268207141654442,0.06755493632261249,0.6652896933263578,0.26286894129720606
18.0,0.0016700131105172283,0.5382213264006248,0.26822397010070015,0.0632783600689766,0.6617041940234591,0.26352279652018895
18.1,0.0016446768779474791,0.5382164772438705,0.2682405432256937,0.0593571687168623,0.6581556083202641,0.2641356925822606
18.2,0.001619727980215859,0.5382122427893719,0.2682568649284569,0.05575753728247579,0.6546547961669811,0.2647110112832823
18.3,0.0015951600732404556,0.5382085874890217,0.26827293905004684,0.05244901266558023,0.651210836042442,0.26525181329933994
18.400000000000002,0.0015709669404206693,0.53820547746379,0.26828876937044227,0.0494041958637088,0.6478312387360756,0.26576087024848116
18.5,0.0015471424879617028,0.5382028804164306,0.2683043596098595,0.046598442765375135,0.6445221391486012,0.2662406938305711
18.6,0.001523680759831043,0.5382007658197804,0.2683197134266278,0.04400959108755921,0.6412884658655331,0.26669356187691184
18.7,0.0015005759593274335,0.5381991051961628,0.26833483441391864,0.041617709209021775,0.6381340941215236,0.2671215419885074
18.8,0.0014778223792904729,0.5381978711380784,0.26834972611232055,0.03940486746157837,0.6350619805388142,0.2675265126565248
18.900000000000002,0.0014554144211462712,0.5381970375528434,0.2683643920070058,0.0373549315527518,0.6320742824222677,0.2679101821815023
19.0,0.0014333465901193128,0.5381965795788552,0.26837883552903075,0.03545337568141198,0.6291724643643172,0.26827410572474386
19.1,0.0014116135185713774,0.5381964739173848,0.2683930600516749,0.03368711486695283,0.6263573918891909,0.2686197005147324
19.200000000000003,0.0013902099677495716,0.5381966988461654,0.2684070688905862,0.032044353305649066,0.6236294145705634,0.2689482595129519
19.3,0.001369130766625576,0.5381972333058419,0.2684208653150164,0.03051444918985686,0.6209884393234004,0.269260963637266
19.400000000000002,0.0013483708346790373,0.5381980572235755,0.26843445254425835,0.029087796509136364,0.6184339941420444,0.2695588925870876
19.5,0.001327925177213673,0.5381991514318397,0.2684478337489249,0.027755713510738137,0.6159652855041026,0.2698430347317302
19.6,0.0013077888804160487,0.5382004975834246,0.26846101205227346,0.0265103499001529,0.613581248413921,0.27011429585836305
19.700000000000003,0.001287957116757619,0.5382020782300773,0.2684739905296176,0.025344597952242635,0.6112805901387796,0.27037350704286556
19.8,0.001268425227823354,0.5382038781260822,0.2684867721934181,0.024252018029546248,0.6090618287721992,0.2706214316772289
19.900000000000002,0.0012491886036795484,0.5382058823129581,0.2684993600160049,0.02322676895791919,0.6069233269378753,0.2708587717978251
20.0,0.0012302426971174184,0.5382080763379784,0.2685117569273535,0.02226354759851057,0.6048633214940989,0.2710861737813018
20.1,0.0012115830360807734,0.5382104464439623,0.2685239658131972,0.021357534308309545,0.6028799490887696,0.2713042334143483
20.200000000000003,0.0011932052202868583,0.5382129795089908,0.2685359895160623,0.020504344380612466,0.600971268990245,0.2715135005115469
20.3,0.001175104917847188,0.5382156629861241,0.2685478308363039,0.019699984773932207,0.5991352826759712,0.2717144830357691
20.400000000000002,0.0011572778944574926,0.5382184854011364,0.2685594925269051,0.018940815344504574,0.5973699507928728,0.2719076508121306
20.5,0.0011397200118893815,0.5382214363242865,0.26857097729415375,0.018223514280278512,0.5956732079148266,0.2720934388815464
20.6,0.0011224271720653638,0.5382245054097469,0.26858228780874077,0.017545047182534603,0.5940429753305704,0.27227225052238296
20.700000000000003,0.0011053953422796086,0.5382276828253332,0.26859342670131886,0.016902639266019738,0.5924771722172204,0.2724444600011551
20.8,0.0010886205528334166,0.5382309592096054,0.26860439656334384,0.016293750725322464,0.5909737248811723,0.2726104150198461
20.900000000000002,0.0010720988945647364,0.538234325627153,0.26861519994793615,0.015716054296408793,0.5895305749674299,0.2727704389726151
21.0,0.0010558265214050358,0.5382377736151253,0.2686258393696718,0.015167415494049822,0.5881456862125745,0.2729248329535235
21.1,0.001039799683564947,0.5382412957856656,0.2686363172978479,0.014645874428917429,0.5868170504147437,0.2730738776191637
21.200000000000003,0.001024014675717159,0.5382448848855694,0.2686466361678566,0.014149630319602667,0.5855426918556633,0.27321783479657347
21.3,0.0010084678445949047,0.5382485339343183,0.2686567983799019,0.013677026540110675,0.5843206716683365,0.27335694904302676
21.400000000000002,0.000993155592974372,0.5382522362964831,0.26866680629848644,0.013226537203442955,0.5831490914217117,0.27349144906019857
21.5,0.0009780743778493052,0.5382559856487187,0.26867666225313563,0.01279675659241322,0.5820260949663714,0.27362154883650597
21.6,0.0009632207086056008,0.5382597759467559,0.2686863685391222,0.012386387491881097,0.5809498712755695,0.2737474488877579
21.700000000000003,0.0009485911628193798,0.5382636017817936,0.268695927413976,0.011994231891163894,0.5799186558782791,0.273869337272483
21.8,0.0009341823821945002,0.5382674582980628,0.2687053410987433,0.011619182543830629,0.5789307319100947,0.2739873905223802
21.900000000000002,0.0009199910469441366,0.5382713406341029,0.2687146117844001,0.011260215314375405,0.5779844308742025,0.2741017745001806
22.0,0.0009060138876829322,0.5382752441928506,0.2687237416292964,0.010916381577873042,0.5770781334182503,0.274212645233277
22.1,0.0008922476840654181,0.5382791646188814,0.26873273275976955,0.010586802075915539,0.5762102694199801,0.27432014961886597
22.200000000000003,0.0008786892634153278,0.5382830977754499,0.26874158727075953,0.010270661618904033,0.5753793177049166,0.2744244260485427
22.3,0.0008653355019559905,0.5382870397750612,0.2687503072257361,0.009967202842325745,0.5745838063634787,0.274525605097215
22.400000000000002,0.0008521833389288154,0.5382909872752805,0.26875889465321545,0.009675722191453082,0.5738223118963707,0.27462381001678055
22.5,0.0008392297527159941,0.538294936992584,0.2687673515533314,0.009395565362394788,0.5730934587917644,0.27471915726767093
22.6,0.0008264717648246045,0.5382988857896027,0.2687756798970343,0.009126122984228761,0.5723959190650971,0.27481175702178107
22.700000000000003,0.0008139064410816037,0.5383028307049641,0.26878388162602707,0.008866827630759144,0.5717284110776002,0.27490171354103965
22.8,0.0008015308905499576,0.5383067689362357,0.26879195865330485,0.008617150047698507,0.5710896989562897,0.27498912561942546
22.900000000000002,0.0007893422644456078,0.5383106978228872,0.2687999128636946,0.008376596227273424,0.5704785915997012,0.27507408694438384
23.0,0.0007773377646906508,0.5383146150448629,0.2688077461114521,0.008144704964933483,0.5698939415049556,0.27515668641104685
23.1,0.0007655146393226397,0.53831851852706,0.2688154602218724,0.007921044944963065,0.5693346439389891,0.2752370084701203
23.200000000000003,0.0007538701707592759,0.5383224061839447,0.26882305699508124,0.007705212900118466,0.5687996355889213,0.2753151333780348
