,t1=3
0.0,0.1
0.1,0.11046070526938737
0.2,0.12188590067597138
0.30000000000000004,0.13434024495702532
0.4,0.14788755378149873
0.5,0.16258939941265427
0.6000000000000001,0.17850346070322665
0.7000000000000001,0.19568146607515896
0.8,0.2141669420378724
0.9,0.23399253211455423
1.0,0.2551770396800749
1.1,0.2777222145746552
1.2000000000000002,0.30160928778587853
1.3,0.3267954358444607
1.4000000000000001,0.35321028267345117
1.5,0.38075259067118894
1.6,0.4092873765956537
1.7000000000000002,0.43864371782501194
1.8,0.4686134956039501
1.9000000000000001,0.49895137032127856
2.0,0.5293762518444514
2.1,0.5595744864410198
2.2,0.5892049116375221
2.3000000000000003,0.6179058114832151
2.4000000000000004,0.645303674131843
2.5,0.6710235162460555
2.6,0.6947003627476219
2.7,0.7159913635621448
2.8000000000000003,0.7345876955252949
2.9000000000000004,0.7502259203646723
3.0,0.7453197723407665
3.1,0.7372096594057914
3.2,0.7261609472365952
3.3000000000000003,0.7124790418258097
3.4000000000000004,0.6964968329214656
3.5000000000000004,0.6785617957709241
3.6000000000000005,0.6590246879485698
3.7000000000000006,0.6382290225676226
3.8000000000000007,0.616502546447203
3.900000000000001,0.594150527033821
4.000000000000001,0.5714509120401482
4.100000000000001,0.5486514059233168
4.200000000000001,0.5259679417867339
4.300000000000001,0.5035846227065452
4.400000000000001,0.4816547114645116
4.500000000000002,0.46030241431047586
4.600000000000001,0.43962521700892915
4.700000000000001,0.41969657496407947
4.800000000000002,0.4005687047819349
4.900000000000002,0.38227546464316503
5.000000000000002,0.36483509073869447
5.100000000000001,0.3482527709697422
5.200000000000002,0.3325230038784854
5.3000000000000025,0.31763171183583205
5.400000000000002,0.30355810320429855
5.500000000000002,0.2902762844400989
5.600000000000002,0.277756631044645
5.700000000000003,0.2659669453894825
5.8000000000000025,0.25487341376624834
5.900000000000002,0.24444138770143953
6.000000000000003,0.23463601015134553
6.100000000000003,0.2254227127203586
6.200000000000003,0.21676759809737836
6.3000000000000025,0.20863772928997235
6.400000000000003,0.2010013414427082
6.5000000000000036,0.19382798736584989
6.600000000000003,0.18708863280613194
6.700000000000003,0.18075570878670832
6.800000000000003,0.17480313271412865
7.0,0.1677683001295906
7.1,0.16649033328070098
7.199999999999999,0.16536113694618987
7.299999999999999,0.16437021433380875
7.399999999999999,0.16350777752923146
7.499999999999998,0.16276468505461178
7.599999999999998,0.16213235962499484
7.6999999999999975,0.16160274814237613
7.799999999999997,0.1611682669423904
7.899999999999997,0.16082176730478534
7.9999999999999964,0.16055647982816443
8.099999999999996,0.1603659763467297
8.199999999999996,0.16024416184205795
8.299999999999995,0.16018522758052106
8.399999999999995,0.16018362987570792
8.499999999999995,0.16023407036009776
8.599999999999994,0.16033147385170315
8.699999999999994,0.16047097302308408
8.799999999999994,0.16064789442184185
8.899999999999993,0.16085774132914987
8.999999999999993,0.16109618599965125
9.099999999999993,0.16135906433664968
9.199999999999992,0.16164236427029136
9.299999999999992,0.16194221414033064
9.399999999999991,0.16225488675985714
9.499999999999991,0.16257678752433835
9.59999999999999,0.16290445605958206
9.69999999999999,0.16323456113851859
9.79999999999999,0.1635639001912618
9.89999999999999,0.1638893977402824
9.99999999999999,0.164208104946362
10.099999999999989,0.16451719988039396
10.199999999999989,0.16481398668942618
10.299999999999988,0.1650958973376177
10.399999999999988,0.1653604908594289
10.499999999999988,0.16560545659145878
10.599999999999987,0.16582861320802367
10.699999999999987,0.1660279087016114
10.799999999999986,0.1662014237295045
10.899999999999986,0.16634737026024365
10.999999999999986,0.16646409315634958
11.099999999999985,0.16655007060600932
11.199999999999985,0.1666039128357848
11.299999999999985,0.16662436427825852
11.399999999999984,0.16661030100871177
11.499999999999984,0.16656073012633027
11.599999999999984,0.16647479109070618
11.699999999999983,0.16635174988752618
11.799999999999983,0.16619100088713185
11.899999999999983,0.1659920637946863
11.999999999999982,0.16575457743839975
12.099999999999982,0.16547830408274478
